Month,tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
Jan,478,2020-01-01 01:12:29.0750,2020-01-01 01:20:27.9550,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,26155,Subscriber,1963,1
Jan,446,2020-01-01 01:13:09.7150,2020-01-01 01:20:36.1680,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,29673,Subscriber,1964,2
Jan,583,2020-01-01 01:15:53.4770,2020-01-01 01:25:36.7140,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3199,Newport Pkwy,40.7287448,-74.0321082,26250,Customer,1990,2
Jan,343,2020-01-01 01:26:49.2980,2020-01-01 01:32:32.3930,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,26283,Subscriber,1980,1
Jan,198,2020-01-01 01:27:30.2840,2020-01-01 01:30:48.3190,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,29456,Subscriber,1960,1
Jan,324,2020-01-01 01:28:29.7590,2020-01-01 01:33:54.0970,3639,Harborside,40.7192517,-74.034234,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,26219,Customer,1992,1
Jan,406,2020-01-01 01:28:40.9260,2020-01-01 01:35:27.2280,3639,Harborside,40.7192517,-74.034234,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,26301,Subscriber,1993,2
Jan,310,2020-01-01 01:33:00.2360,2020-01-01 01:38:10.9370,3195,Sip Ave,40.73089709786179,-74.06391263008118,3678,Fairmount Ave,40.72572613742557,-74.07195925712585,29629,Subscriber,1977,1
Jan,694,2020-01-01 01:33:33.2000,2020-01-01 01:45:07.3010,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3187,Warren St,40.7211236,-74.03805095,26161,Subscriber,1988,2
Jan,654,2020-01-01 01:34:13.3230,2020-01-01 01:45:07.7180,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3187,Warren St,40.7211236,-74.03805095,29673,Customer,1969,0
Jan,170,2020-01-01 01:34:18.0300,2020-01-01 01:37:08.0300,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,29654,Subscriber,1994,2
Jan,216,2020-01-01 01:58:42.4070,2020-01-01 02:02:18.7330,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3483,Montgomery St,40.71942,-74.05099,29677,Subscriber,1958,1
Jan,256,2020-01-01 02:02:33.0560,2020-01-01 02:06:49.6290,3211,Newark Ave,40.72152515,-74.046304543,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,26215,Subscriber,1987,1
Jan,225,2020-01-01 02:03:20.4160,2020-01-01 02:07:06.2870,3211,Newark Ave,40.72152515,-74.046304543,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,29284,Customer,1969,0
Feb,841,2020-02-01 00:02:13.7650,2020-02-01 00:16:15.4720,3199,Newport Pkwy,40.7287448,-74.0321082,3213,Van Vorst Park,40.71848892,-74.047726625,42217,Subscriber,1980,1
Feb,206,2020-02-01 00:16:11.3850,2020-02-01 00:19:37.4460,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3639,Harborside,40.7192517,-74.034234,42160,Subscriber,1990,1
Feb,859,2020-02-01 00:23:22.1090,2020-02-01 00:37:41.5060,3185,City Hall,40.7177325,-74.043845,3268,Lafayette Park,40.71346382669195,-74.06285852193832,42204,Customer,1991,1
Feb,693,2020-02-01 00:25:14.5170,2020-02-01 00:36:48.0280,3185,City Hall,40.7177325,-74.043845,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,42165,Subscriber,1987,1
Feb,1473,2020-02-01 00:32:30.5050,2020-02-01 00:57:04.3740,3192,Liberty Light Rail,40.7112423,-74.0557013,3639,Harborside,40.7192517,-74.034234,26156,Customer,1969,0
Feb,129,2020-02-01 00:34:14.4380,2020-02-01 00:36:23.5540,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,29302,Subscriber,1992,2
Feb,394,2020-02-01 00:36:33.0060,2020-02-01 00:43:07.4130,3201,Dey St,40.737711,-74.066921,3281,Leonard Gordon Park,40.74590996631558,-74.0572714805603,42241,Subscriber,1969,1
Feb,279,2020-02-01 00:52:29.4100,2020-02-01 00:57:08.5210,3187,Warren St,40.7211236,-74.03805095,3211,Newark Ave,40.72152515,-74.046304543,42184,Subscriber,1987,1
Feb,242,2020-02-01 01:11:13.0100,2020-02-01 01:15:15.3820,3203,Hamilton Park,40.727595966,-74.044247311,3213,Van Vorst Park,40.71848892,-74.047726625,42254,Subscriber,1989,1
Feb,451,2020-02-01 01:16:04.9460,2020-02-01 01:23:36.4580,3213,Van Vorst Park,40.71848892,-74.047726625,3268,Lafayette Park,40.71346382669195,-74.06285852193832,42217,Subscriber,1999,1
Feb,468,2020-02-01 01:33:52.6130,2020-02-01 01:41:41.2140,3638,Washington St,40.7242941,-74.0354826,3184,Paulus Hook,40.7141454,-74.0335519,29259,Subscriber,1988,1
Feb,480,2020-02-01 02:11:52.5950,2020-02-01 02:19:52.7870,3213,Van Vorst Park,40.71848892,-74.047726625,3268,Lafayette Park,40.71346382669195,-74.06285852193832,42339,Subscriber,1997,2
Feb,748,2020-02-01 02:19:21.8120,2020-02-01 02:31:50.1930,3639,Harborside,40.7192517,-74.034234,3192,Liberty Light Rail,40.7112423,-74.0557013,29250,Customer,1969,0
Feb,318,2020-02-01 02:21:39.2050,2020-02-01 02:26:57.3160,3638,Washington St,40.7242941,-74.0354826,3681,Grand St,40.71517767732029,-74.03768330812454,29613,Subscriber,1994,1
Feb,573,2020-02-01 02:54:44.2150,2020-02-01 03:04:17.3740,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3280,Astor Place,40.71928220070702,-74.07126188278198,29607,Subscriber,1971,1
Feb,211,2020-02-01 02:56:30.7990,2020-02-01 03:00:02.6570,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3639,Harborside,40.7192517,-74.034234,29496,Subscriber,1996,1
Feb,9583,2020-02-01 03:27:35.1220,2020-02-01 06:07:19.0060,3213,Van Vorst Park,40.71848892,-74.047726625,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42254,Subscriber,1991,1
Feb,460,2020-02-01 04:54:56.6650,2020-02-01 05:02:36.8330,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3681,Grand St,40.71517767732029,-74.03768330812454,42261,Subscriber,1960,1
Feb,408,2020-02-01 05:09:10.7630,2020-02-01 05:15:59.1310,3681,Grand St,40.71517767732029,-74.03768330812454,3481,York St,40.71649,-74.04105,42261,Subscriber,1960,1
Feb,70,2020-02-01 05:57:29.3000,2020-02-01 05:58:39.6820,3211,Newark Ave,40.72152515,-74.046304543,3186,Grove St PATH,40.71958611647166,-74.04311746358871,42184,Subscriber,1993,1
Feb,496,2020-02-01 06:06:55.1690,2020-02-01 06:15:11.9560,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,26283,Subscriber,1960,1
Feb,682,2020-02-01 06:07:24.2960,2020-02-01 06:18:46.5270,3207,Oakland Ave,40.7376037,-74.0524783,3185,City Hall,40.7177325,-74.043845,29510,Subscriber,1984,2
Mar,389,2020-03-01 00:14:07.0000,2020-03-01 00:20:36.0880,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.727595966,-74.044247311,42381,Subscriber,1992,1
Mar,242,2020-03-01 00:48:06.4390,2020-03-01 00:52:08.9870,3185,City Hall,40.7177325,-74.043845,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42155,Subscriber,1991,1
Mar,124,2020-03-01 01:08:46.4880,2020-03-01 01:10:51.2780,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,42376,Subscriber,1987,0
Mar,104,2020-03-01 01:22:35.4790,2020-03-01 01:24:20.2470,3202,Newport PATH,40.7272235,-74.0337589,3638,Washington St,40.7242941,-74.0354826,42350,Subscriber,1993,1
Mar,228,2020-03-01 01:39:20.2680,2020-03-01 01:43:09.1380,3194,McGinley Square,40.7253399253558,-74.06762212514877,3280,Astor Place,40.71928220070702,-74.07126188278198,42235,Subscriber,1988,1
Mar,526,2020-03-01 01:50:56.7450,2020-03-01 01:59:43.6900,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3694,Jackson Square,40.71113,-74.0789,42263,Subscriber,1969,1
Mar,237,2020-03-01 02:14:38.8500,2020-03-01 02:18:35.8720,3214,Essex Light Rail,40.7127742,-74.0364857,3185,City Hall,40.7177325,-74.043845,42122,Subscriber,1988,1
Mar,365,2020-03-01 02:35:11.5510,2020-03-01 02:41:16.9330,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,42490,Subscriber,1973,2
Mar,300,2020-03-01 02:46:40.3730,2020-03-01 02:51:40.7590,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,42312,Subscriber,1981,1
Mar,176,2020-03-01 03:56:13.7380,2020-03-01 03:59:09.9440,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3273,Manila & 1st,40.72165072487999,-74.04288411140442,42524,Subscriber,1990,1
Mar,304,2020-03-01 04:06:06.7940,2020-03-01 04:11:11.6310,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,42406,Subscriber,1981,1
Mar,243,2020-03-01 04:06:21.4450,2020-03-01 04:10:25.1360,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,42555,Customer,1992,1
Mar,439,2020-03-01 04:21:45.5210,2020-03-01 04:29:04.6330,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42113,Customer,1995,1
Mar,372,2020-03-01 04:22:25.7240,2020-03-01 04:28:37.7960,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42126,Customer,1996,1
Mar,708,2020-03-01 06:38:14.9720,2020-03-01 06:50:03.9340,3678,Fairmount Ave,40.72572613742557,-74.07195925712585,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42455,Customer,1969,0
Mar,182,2020-03-01 07:28:41.5760,2020-03-01 07:31:44.3070,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746358871,42274,Subscriber,1980,1
Mar,261,2020-03-01 07:28:55.3540,2020-03-01 07:33:16.8520,3267,Morris Canal,40.7124188237569,-74.03852552175522,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42603,Subscriber,1960,1
Apr,1437,2020-04-01 01:06:20.6300,2020-04-01 01:30:17.9680,3678,Fairmount Ave,40.72572613742557,-74.07195925712585,3678,Fairmount Ave,40.72572613742557,-74.07195925712585,42314,Customer,2002,2
Apr,264,2020-04-01 05:02:42.0570,2020-04-01 05:07:06.1260,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73089709786179,-74.06391263008118,42146,Subscriber,1963,2
Apr,254,2020-04-01 06:20:28.1190,2020-04-01 06:24:42.1380,3678,Fairmount Ave,40.72572613742557,-74.07195925712585,3195,Sip Ave,40.73089709786179,-74.06391263008118,42255,Subscriber,1981,1
Apr,429,2020-04-01 06:33:30.5170,2020-04-01 06:40:40.1990,3195,Sip Ave,40.73089709786179,-74.06391263008118,3679,Bergen Ave,40.722103786686034,-74.07145500183105,42529,Subscriber,1964,1
Apr,805,2020-04-01 06:38:32.9220,2020-04-01 06:51:58.2050,3193,Lincoln Park,40.7246050998869,-74.07840594649315,3195,Sip Ave,40.73089709786179,-74.06391263008118,42362,Subscriber,1965,1
Apr,317,2020-04-01 06:43:44.5300,2020-04-01 06:49:01.8340,3211,Newark Ave,40.72152515,-74.046304543,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42636,Subscriber,1956,1
Apr,238,2020-04-01 06:43:52.2160,2020-04-01 06:47:51.0450,3267,Morris Canal,40.7124188237569,-74.03852552175522,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42336,Subscriber,1967,1
Apr,360,2020-04-01 06:51:07.8450,2020-04-01 06:57:08.3370,3207,Oakland Ave,40.7376037,-74.0524783,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,42531,Subscriber,1982,1
Apr,79,2020-04-01 07:00:01.6820,2020-04-01 07:01:21.3910,3211,Newark Ave,40.72152515,-74.046304543,3186,Grove St PATH,40.71958611647166,-74.04311746358871,27808,Subscriber,1993,1
May,349,2020-05-01 00:09:45.5860,2020-05-01 00:15:35.2930,3195,Sip Ave,40.73089709786179,-74.06391263008118,3280,Astor Place,40.71928220070702,-74.07126188278198,42581,Customer,1969,0
May,138,2020-05-01 01:11:22.5280,2020-05-01 01:13:41.2460,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,42105,Subscriber,1949,1
May,229,2020-05-01 05:31:29.5350,2020-05-01 05:35:19.2400,3483,Montgomery St,40.71942,-74.05099,3186,Grove St PATH,40.71958611647166,-74.04311746358871,42320,Customer,1984,1
May,261,2020-05-01 05:51:39.3960,2020-05-01 05:56:00.9370,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,3186,Grove St PATH,40.71958611647166,-74.04311746358871,42170,Subscriber,1974,2
May,168,2020-05-01 06:06:31.9510,2020-05-01 06:09:20.1410,3194,McGinley Square,40.7253399253558,-74.06762212514877,3195,Sip Ave,40.73089709786179,-74.06391263008118,42352,Subscriber,1966,1
May,500,2020-05-01 06:17:58.4470,2020-05-01 06:26:19.1300,3209,Brunswick St,40.7241765,-74.0506564,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42208,Subscriber,1982,1
May,237,2020-05-01 06:33:42.0430,2020-05-01 06:37:39.5200,3678,Fairmount Ave,40.72572613742557,-74.07195925712585,3195,Sip Ave,40.73089709786179,-74.06391263008118,42507,Subscriber,1981,1
May,144,2020-05-01 06:36:47.9830,2020-05-01 06:39:12.5180,3279,Dixon Mills,40.721630142638354,-74.04996782541275,3186,Grove St PATH,40.71958611647166,-74.04311746358871,42132,Subscriber,1970,1
May,2295,2020-05-01 06:38:16.9450,2020-05-01 07:16:31.9570,3267,Morris Canal,40.7124188237569,-74.03852552175522,3267,Morris Canal,40.7124188237569,-74.03852552175522,42400,Subscriber,1959,1
May,88,2020-05-01 06:41:03.8180,2020-05-01 06:42:32.7670,3211,Newark Ave,40.72152515,-74.046304543,3186,Grove St PATH,40.71958611647166,-74.04311746358871,42114,Subscriber,1993,1
May,327,2020-05-01 06:42:31.6760,2020-05-01 06:47:58.7850,3207,Oakland Ave,40.7376037,-74.0524783,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,42121,Subscriber,1982,1
May,388,2020-05-01 06:44:49.9220,2020-05-01 06:51:18.1520,3203,Hamilton Park,40.727595966,-74.044247311,3185,City Hall,40.7177325,-74.043845,42422,Subscriber,1988,2
May,280,2020-05-01 07:01:10.0150,2020-05-01 07:05:50.6160,3639,Harborside,40.7192517,-74.034234,3267,Morris Canal,40.7124188237569,-74.03852552175522,42536,Subscriber,1962,2
May,370,2020-05-01 07:10:54.6220,2020-05-01 07:17:05.1960,3203,Hamilton Park,40.727595966,-74.044247311,3185,City Hall,40.7177325,-74.043845,42165,Subscriber,1970,2
May,2351,2020-05-01 07:16:59.4960,2020-05-01 07:56:11.3230,3267,Morris Canal,40.7124188237569,-74.03852552175522,3267,Morris Canal,40.7124188237569,-74.03852552175522,42400,Subscriber,1959,1
May,1135,2020-05-01 07:19:15.8050,2020-05-01 07:38:11.7560,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3191,Union St,40.7182113,-74.0836394,42295,Customer,1999,1
May,403,2020-05-01 07:28:43.9490,2020-05-01 07:35:27.4090,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42441,Subscriber,1979,1
